"juz","no_ayat","kata","label"
"2","38","tidak","O"
"2","38","ada","O"
"2","38","kekhawatiran","O"
"2","38","atas","O"
"2","38","mereka","O"
"2","38","dan","O"
"2","38","tidak","O"
"2","38","pula","O"
"2","38","mereka","O"
"2","38","bersedih","O"
"2","38","hati","O"
"2","39","Adapun","O"
"2","39","orang-orang","B-PER"
"2","39","yang","I-PER"
"2","39","kafir","I-PER"
"2","39","dan","O"
"2","39","mendustakan","O"
"2","39","ayat-ayat","O"
"2","39","Kami","O"
"2","39","mereka","O"
"2","39","itu","O"
"2","39","penghuni","O"
"2","39","neraka","O"
"2","39","mereka","O"
"2","39","kekal","O"
"2","39","di","O"
"2","39","dalamnya","O"
"2","40","Hai","O"
"2","40","Bani","B-PER"
"2","40","Israil","I-PER"
"2","40","ingatlah","O"
"2","40","akan","O"
"2","40","nikmat-Ku","O"
"2","40","yang","O"
"2","40","telah","O"
"2","40","Aku","O"
"2","40","anugerahkan","O"
"2","40","kepadamu","O"
"2","40","dan","O"
"2","40","penuhilah","O"
"2","40","janjimu","O"
"2","40","kepada-Ku","O"
"2","40","niscaya","O"
"2","40","Aku","O"
"2","40","penuhi","O"
"2","40","janji-Ku","O"
"2","40","kepadamu","O"
"2","40","dan","O"
"2","40","hanya","O"
"2","40","kepada-Ku-lah","O"
"2","40","kamu","O"
"2","40","harus","O"
"2","40","takut","O"
"2","40","tunduk","O"
"2","41","Dan","O"
"2","41","berimanlah","O"
"2","41","kamu","O"
"2","41","kepada","O"
"2","41","apa","O"
"2","41","yang","O"
"2","41","telah","O"
"2","41","Aku","O"
"2","41","turunkan","O"
"2","41","Al","O"
"2","41","Quran","O"
"2","41","yang","O"
"2","41","membenarkan","O"
"2","41","apa","O"
"2","41","yang","O"
"2","41","ada","O"
"2","41","padamu","O"
"2","41","Taurat","O"
"2","41","dan","O"
"2","41","janganlah","O"
"2","41","kamu","O"
"2","41","menjadi","O"
"2","41","orang","B-PER"
"2","41","yang","I-PER"
"2","41","pertama","I-PER"
"2","41","kafir","I-PER"
"2","41","kepadanya","O"
"2","41","dan","O"
"2","41","janganlah","O"
"2","41","kamu","O"
"2","41","menukarkan","O"
"2","41","ayat-ayat-Ku","O"
"2","41","dengan","O"
"2","41","harga","O"
"2","41","yang","O"
"2","41","rendah","O"
"2","41","dan","O"
"2","41","hanya","O"
"2","41","kepada","O"
"2","41","Akulah","O"
"2","41","kamu","O"
"2","41","harus","O"
"2","41","bertakwa","O"
"2","42","Dan","O"
"2","42","janganlah","O"
"2","42","kamu","O"
"2","42","campur","O"
"2","42","adukkan","O"
"2","42","yang","O"
"2","42","hak","O"
"2","42","dengan","O"
"2","42","yang","O"
"2","42","bathil","O"
"2","42","dan","O"
"2","42","janganlah","O"
"2","42","kamu","O"
"2","42","sembunyikan","O"
"2","42","yang","O"
"2","42","hak","O"
"2","42","itu","O"
"2","42","sedang","O"
"2","42","kamu","O"
"2","42","mengetahui","O"
"2","43","Dan","O"
"2","43","dirikanlah","O"
"2","43","shalat","O"
"2","43","tunaikanlah","O"
"2","43","zakat","O"
"2","43","dan","O"
"2","43","rukulah","O"
"2","43","beserta","O"
"2","43","orang-orang","B-PER"
"2","43","yang","I-PER"
"2","43","ruku","I-PER"
"2","44","Mengapa","O"
"2","44","kamu","O"
"2","44","suruh","O"
"2","44","orang","O"
"2","44","lain","O"
"2","44","mengerjakan","O"
"2","44","kebaktian","O"
"2","44","sedang","O"
"2","44","kamu","O"
"2","44","melupakan","O"
"2","44","diri","O"
"2","44","kewajibanmu","O"
"2","44","sendiri","O"
"2","44","padahal","O"
"2","44","kamu","O"
"2","44","membaca","O"
"2","44","Al","O"
"2","44","Kitab","O"
"2","44","Taurat","O"
"2","44","Maka","O"
"2","44","tidaklah","O"
"2","44","kamu","O"
"2","44","berpikir","O"
"2","45","Jadikanlah","O"
"2","45","sabar","O"
"2","45","dan","O"
"2","45","shalat","O"
"2","45","sebagai","O"
"2","45","penolongmu","O"
"2","45","Dan","O"
"2","45","sesungguhnya","O"
"2","45","yang","O"
"2","45","demikian","O"
"2","45","itu","O"
"2","45","sungguh","O"
"2","45","berat","O"
"2","45","kecuali","O"
"2","45","bagi","O"
"2","45","orang-orang","B-PER"
"2","45","yang","I-PER"
"2","45","khusyu","I-PER"
"2","46","yaitu","O"
"2","46","orang-orang","B-PER"
"2","46","yang","I-PER"
"2","46","meyakini","I-PER"
"2","46","bahwa","I-PER"
"2","46","mereka","I-PER"
"2","46","akan","I-PER"
"2","46","menemui","I-PER"
"2","46","Tuhannya","I-PER"
"2","46","dan","O"
"2","46","bahwa","O"
"2","46","mereka","O"
"2","46","akan","O"
"2","46","kembali","O"
"2","46","kepada-Nya","O"
"2","47","Hai","O"
"2","47","Bani","B-PER"
"2","47","Israil","I-PER"
"2","47","ingatlah","O"
"2","47","akan","O"
"2","47","nikmat-Ku","O"
"2","47","yang","O"
"2","47","telah","O"
"2","47","Aku","O"
"2","47","anugerahkan","O"
"2","47","kepadamu","O"
"2","47","dan","O"
"2","47","ingatlah","O"
"2","47","pula","O"
"2","47","bahwasanya","O"
"2","47","Aku","O"
"2","47","telah","O"
"2","47","melebihkan","O"
"2","47","kamu","O"
"2","47","atas","O"
"2","47","segala","O"
"2","47","umat","O"
"2","48","Dan","O"
"2","48","jagalah","O"
"2","48","dirimu","O"
"2","48","dari","O"
"2","48","azab","O"
"2","48","hari","O"
"2","48","kiamat","O"
"2","48","yang","O"
"2","48","pada","O"
"2","48","hari","O"
"2","48","itu","O"
"2","48","seseorang","O"
"2","48","tidak","O"
"2","48","dapat","O"
"2","48","membela","O"
"2","48","orang","O"
"2","48","lain","O"
"2","48","walau","O"
"2","48","sedikitpun","O"
"2","48","dan","O"
"2","48","begitu","O"
"2","48","pula","O"
"2","48","tidak","O"
"2","48","diterima","O"
"2","48","syafaat","O"
"2","48","dan","O"
"2","48","tebusan","O"
"2","48","dari","O"
"2","48","padanya","O"
"2","48","dan","O"
"2","48","tidaklah","O"
"2","48","mereka","O"
"2","48","akan","O"
"2","48","ditolong","O"
"2","49","Dan","O"
"2","49","ingatlah","O"
"2","49","ketika","O"
"2","49","Kami","O"
"2","49","selamatkan","O"
"2","49","kamu","O"
"2","49","dari","O"
"2","49","Firaun","B-PER"
"2","49","dan","O"
"2","49","pengikut-pengikutnya","O"
"2","49","mereka","O"
"2","49","menimpakan","O"
"2","49","kepadamu","O"
"2","49","siksaan","O"
"2","49","yang","O"
"2","49","seberat-beratnya","O"
"2","49","mereka","O"
"2","49","menyembelih","O"
"2","49","anak-anakmu","O"
"2","49","yang","O"
"2","49","laki-laki","O"
"2","49","dan","O"
"2","49","membiarkan","O"
"2","49","hidup","O"
"2","49","anak-anakmu","O"
"2","49","yang","O"
"2","49","perempuan","O"
"2","49","Dan","O"
"2","49","pada","O"
"2","49","yang","O"
"2","49","demikian","O"
"2","49","itu","O"
"2","49","terdapat","O"
"2","49","cobaan-cobaan","O"
"2","49","yang","O"
"2","49","besar","O"
"2","49","dari","O"
"2","49","Tuhanmu","O"
"2","50","Dan","O"
"2","50","ingatlah","O"
"2","50","ketika","O"
"2","50","Kami","O"
"2","50","belah","O"
"2","50","laut","O"
"2","50","untukmu","O"
"2","50","lalu","O"
"2","50","Kami","O"
"2","50","selamatkan","O"
"2","50","kamu","O"
"2","50","dan","O"
"2","50","Kami","O"
"2","50","tenggelamkan","O"
"2","50","Firaun","B-PER"
"2","50","dan","O"
"2","50","pengikut-pengikutnya","O"
"2","50","sedang","O"
"2","50","kamu","O"
"2","50","sendiri","O"
"2","50","menyaksikan","O"
"2","51","Dan","O"
"2","51","ingatlah","O"
"2","51","ketika","O"
"2","51","Kami","O"
"2","51","berjanji","O"
"2","51","kepada","O"
"2","51","Musa","B-PER"
"2","51","memberikan","O"
"2","51","Taurat","O"
"2","51","sesudah","O"
"2","51","empat","O"
"2","51","puluh","O"
"2","51","malam","O"
"2","51","lalu","O"
"2","51","kamu","O"
"2","51","menjadikan","O"
"2","51","anak","O"
"2","51","lembu","O"
"2","51","sembahan","O"
"2","51","sepeninggalnya","O"
"2","51","dan","O"
"2","51","kamu","O"
"2","51","adalah","O"
"2","51","orang-orang","B-PER"
"2","51","yang","I-PER"
"2","51","zalim","I-PER"
"2","52","Kemudian","O"
"2","52","sesudah","O"
"2","52","itu","O"
"2","52","Kami","O"
"2","52","maafkan","O"
"2","52","kesalahanmu","O"
"2","52","agar","O"
"2","52","kamu","O"
"2","52","bersyukur","O"
"2","53","Dan","O"
"2","53","ingatlah","O"
"2","53","ketika","O"
"2","53","Kami","O"
"2","53","berikan","O"
"2","53","kepada","O"
"2","53","Musa","B-PER"
"2","53","Al","O"
"2","53","Kitab","O"
"2","53","Taurat","O"
"2","53","dan","O"
"2","53","keterangan","O"
"2","53","yang","O"
"2","53","membedakan","O"
"2","53","antara","O"
"2","53","yang","O"
"2","53","benar","O"
"2","53","dan","O"
"2","53","yang","O"
"2","53","salah","O"
"2","53","agar","O"
"2","53","kamu","O"
"2","53","mendapat","O"
"2","53","petunjuk","O"
"2","54","Dan","O"
"2","54","ingatlah","O"
"2","54","ketika","O"
"2","54","Musa","O"
"2","54","berkata","O"
"2","54","kepada","O"
"2","54","kaumnya","O"
"2","54","Hai","O"
"2","54","kaumku","O"
"2","54","sesungguhnya","O"
"2","54","kamu","O"
"2","54","telah","O"
"2","54","menganiaya","O"
"2","54","dirimu","O"
"2","54","sendiri","O"
"2","54","karena","O"
"2","54","kamu","O"
"2","54","telah","O"
"2","54","menjadikan","O"
"2","54","anak","O"
"2","54","lembu","O"
"2","54","sembahanmu","O"
"2","54","maka","O"
"2","54","bertaubatlah","O"
"2","54","kepada","O"
"2","54","Tuhan","O"
"2","54","yang","O"
"2","54","menjadikan","O"
"2","54","kamu","O"
"2","54","dan","O"
"2","54","bunuhlah","O"
"2","54","dirimu","O"
"2","54","Hal","O"
"2","54","itu","O"
"2","54","adalah","O"
"2","54","lebih","O"
"2","54","baik","O"
"2","54","bagimu","O"
"2","54","pada","O"
"2","54","sisi","O"
"2","54","Tuhan","O"
"2","54","yang","O"
"2","54","menjadikan","O"
"2","54","kamu","O"
"2","54","maka","O"
"2","54","Allah","O"
"2","54","akan","O"
"2","54","menerima","O"
"2","54","taubatmu","O"
"2","54","Sesungguhnya","O"
"2","54","Dialah","O"
"2","54","Yang","O"
"2","54","Maha","O"
"2","54","Penerima","O"
"2","54","taubat","O"
"2","54","lagi","O"
"2","54","Maha","O"
"2","54","Penyayang","O"
"2","55","Dan","O"
"2","55","ingatlah","O"
"2","55","ketika","O"
"2","55","kamu","O"
"2","55","berkata","O"
"2","55","Hai","O"
"2","55","Musa","B-PER"
"2","55","kami","O"
"2","55","tidak","O"
"2","55","akan","O"
"2","55","beriman","O"
"2","55","kepadamu","O"
"2","55","sebelum","O"
"2","55","kami","O"
"2","55","melihat","O"
"2","55","Allah","O"
"2","55","dengan","O"
"2","55","terang","O"
"2","55","karena","O"
"2","55","itu","O"
"2","55","kamu","O"
"2","55","disambar","O"
"2","55","halilintar","O"
"2","55","sedang","O"
"2","55","kamu","O"
"2","55","menyaksikannya","O"
"2","56","Setelah","O"
"2","56","itu","O"
"2","56","Kami","O"
"2","56","bangkitkan","O"
"2","56","kamu","O"
"2","56","sesudah","O"
"2","56","kamu","O"
"2","56","mati","O"
"2","56","supaya","O"
"2","56","kamu","O"
"2","56","bersyukur","O"
"2","57","Dan","O"
"2","57","Kami","O"
"2","57","naungi","O"
"2","57","kamu","O"
"2","57","dengan","O"
"2","57","awan","O"
"2","57","dan","O"
"2","57","Kami","O"
"2","57","turunkan","O"
"2","57","kepadamu","O"
"2","57","manna","O"
"2","57","dan","O"
"2","57","salwa","O"
"2","57","Makanlah","O"
"2","57","dari","O"
"2","57","makanan","O"
"2","57","yang","O"
"2","57","baik-baik","O"
"2","57","yang","O"
"2","57","telah","O"
"2","57","Kami","O"
"2","57","berikan","O"
"2","57","kepadamu","O"
"2","57","dan","O"
"2","57","tidaklah","O"
"2","57","mereka","O"
"2","57","menganiaya","O"
"2","57","Kami","O"
"2","57","akan","O"
"2","57","tetapi","O"
"2","57","merekalah","O"
"2","57","yang","O"
"2","57","menganiaya","O"
"2","57","diri","O"
"2","57","mereka","O"
"2","57","sendiri","O"
"2","58","Dan","O"
"2","58","ingatlah","O"
"2","58","ketika","O"
"2","58","Kami","O"
"2","58","berfirman","O"
"2","58","Masuklah","O"
"2","58","kamu","O"
"2","58","ke","O"
"2","58","negeri","O"
"2","58","ini","O"
"2","58","Baitul","O"
"2","58","Maqdis","O"
"2","58","dan","O"
"2","58","makanlah","O"
"2","58","dari","O"
"2","58","hasil","O"
"2","58","buminya","O"
"2","58","yang","O"
"2","58","banyak","O"
"2","58","lagi","O"
"2","58","enak","O"
"2","58","dimana","O"
"2","58","yang","O"
"2","58","kamu","O"
"2","58","sukai","O"
"2","58","dan","O"
"2","58","masukilah","O"
"2","58","pintu","O"
"2","58","gerbangnya","O"
"2","58","sambil","O"
"2","58","bersujud","O"
"2","58","dan","O"
"2","58","katakanlah","O"
"2","58","Bebaskanlah","O"
"2","58","kami","O"
"2","58","dari","O"
"2","58","dosa","O"
"2","58","niscaya","O"
"2","58","Kami","O"
"2","58","ampuni","O"
"2","58","kesalahan-kesalahanmu","O"
"2","58","dan","O"
"2","58","kelak","O"
"2","58","Kami","O"
"2","58","akan","O"
"2","58","menambah","O"
"2","58","pemberian","O"
"2","58","Kami","O"
"2","58","kepada","O"
"2","58","orang-orang","B-PER"
"2","58","yang","I-PER"
"2","58","berbuat","I-PER"
"2","58","baik","I-PER"
"2","59","Lalu","O"
"2","59","orang-orang","B-PER"
"2","59","yang","I-PER"
"2","59","zalim","I-PER"
"2","59","mengganti","O"
"2","59","perintah","O"
"2","59","dengan","O"
"2","59","mengerjakan","O"
"2","59","yang","O"
"2","59","tidak","O"
"2","59","diperintahkan","O"
"2","59","kepada","O"
"2","59","mereka","O"
"2","59","Sebab","O"
"2","59","itu","O"
"2","59","Kami","O"
"2","59","timpakan","O"
"2","59","atas","O"
"2","59","orang-orang","B-PER"
"2","59","yang","I-PER"
"2","59","zalim","I-PER"
"2","59","itu","O"
"2","59","dari","O"
"2","59","langit","O"
"2","59","karena","O"
"2","59","mereka","O"
"2","59","berbuat","O"
"2","59","fasik","O"
"2","60","Dan","O"
"2","60","ingatlah","O"
"2","60","ketika","O"
"2","60","Musa","B-PER"
"2","60","memohon","O"
"2","60","air","O"
"2","60","untuk","O"
"2","60","kaumnya","O"
"2","60","lalu","O"
"2","60","Kami","O"
"2","60","berfirman","O"
"2","60","Pukullah","O"
"2","60","batu","O"
"2","60","itu","O"
"2","60","dengan","O"
"2","60","tongkatmu","O"
"2","60","Lalu","O"
"2","60","memancarlah","O"
"2","60","daripadanya","O"
"2","60","dua","O"
"2","60","belas","O"
"2","60","mata","O"
"2","60","air","O"
"2","60","Sungguh","O"
"2","60","tiap-tiap","O"
"2","60","suku","O"
"2","60","telah","O"
"2","60","mengetahui","O"
"2","60","tempat","O"
"2","60","minumnya","O"
"2","60","masing-masing","O"
"2","60","Makan","O"
"2","60","dan","O"
"2","60","minumlah","O"
"2","60","rezeki","O"
"2","60","yang","O"
"2","60","diberikan","O"
"2","60","Allah","O"
"2","60","dan","O"
"2","60","janganlah","O"
"2","60","kamu","O"
"2","60","berkeliaran","O"
"2","60","di","O"
"2","60","muka","O"
"2","60","bumi","O"
"2","60","dengan","O"
"2","60","berbuat","O"
"2","60","kerusakan","O"
"2","61","Dan","O"
"2","61","ingatlah","O"
"2","61","ketika","O"
"2","61","kamu","O"
"2","61","berkata","O"
"2","61","Hai","O"
"2","61","Musa","B-PER"
"2","61","kami","O"
"2","61","tidak","O"
"2","61","bisa","O"
"2","61","sabar","O"
"2","61","tahan","O"
"2","61","dengan","O"
"2","61","satu","O"
"2","61","macam","O"
"2","61","makanan","O"
"2","61","saja","O"
"2","61","Sebab","O"
"2","61","itu","O"
"2","61","mohonkanlah","O"
"2","61","untuk","O"
"2","61","kami","O"
"2","61","kepada","O"
"2","61","Tuhanmu","O"
"2","61","agar","O"
"2","61","Dia","O"
"2","61","mengeluarkan","O"
"2","61","bagi","O"
"2","61","kami","O"
"2","61","dari","O"
"2","61","apa","O"
"2","61","yang","O"
"2","61","ditumbuhkan","O"
"2","61","bumi","O"
"2","61","yaitu","O"
"2","61","sayur-mayurnya","O"
"2","61","ketimunnya","O"
"2","61","bawang","O"
"2","61","putihnya","O"
"2","61","kacang","O"
"2","61","adasnya","O"
"2","61","dan","O"
"2","61","bawang","O"
"2","61","merahnya","O"
"2","61","Musa","B-PER"
"2","61","berkata","O"
"2","61","Maukah","O"
"2","61","kamu","O"
"2","61","mengambil","O"
"2","61","yang","O"
"2","61","rendah","O"
"2","61","sebagai","O"
"2","61","pengganti","O"
"2","61","yang","O"
"2","61","lebih","O"
"2","61","baik","O"
"2","61","Pergilah","O"
"2","61","kamu","O"
"2","61","ke","O"
"2","61","suatu","O"
"2","61","kota","O"
"2","61","pasti","O"
"2","61","kamu","O"
"2","61","memperoleh","O"
"2","61","apa","O"
"2","61","yang","O"
"2","61","kamu","O"
"2","61","minta","O"
"2","61","Lalu","O"
"2","61","ditimpahkanlah","O"
"2","61","kepada","O"
"2","61","mereka","O"
"2","61","nista","O"
"2","61","dan","O"
"2","61","kehinaan","O"
"2","61","serta","O"
"2","61","mereka","O"
"2","61","mendapat","O"
"2","61","kemurkaan","O"
"2","61","dari","O"
"2","61","Allah","O"
"2","61","Hal","O"
"2","61","itu","O"
"2","61","terjadi","O"
"2","61","karena","O"
"2","61","mereka","O"
"2","61","selalu","O"
"2","61","mengingkari","O"
"2","61","ayat-ayat","O"
"2","61","Allah","O"
"2","61","dan","O"
"2","61","membunuh","O"
"2","61","para","B-PER"
"2","61","Nabi","I-PER"
"2","61","yang","O"
"2","61","memang","O"
"2","61","tidak","O"
"2","61","dibenarkan","O"
"2","61","Demikian","O"
"2","61","itu","O"
"2","61","terjadi","O"
"2","61","karena","O"
"2","61","mereka","O"
"2","61","selalu","O"
"2","61","berbuat","O"
"2","61","durhaka","O"
"2","61","dan","O"
"2","61","melampaui","O"
"2","61","batas","O"
"2","62","Sesungguhnya","O"
"2","62","orang-orang","B-PER"
"2","62","mukmin","I-PER"
"2","62","orang-orang","B-PER"
"2","62","Yahudi","I-PER"
"2","62","orang-orang","B-PER"
"2","62","Nasrani","I-PER"
"2","62","dan","O"
"2","62","orang-orang","B-PER"
"2","62","Shabiin","I-PER"
"2","62","siapa","O"
"2","62","saja","O"
"2","62","diantara","O"
"2","62","mereka","O"
"2","62","yang","O"
"2","62","benar-benar","O"
"2","62","beriman","O"
"2","62","kepada","O"
"2","62","Allah","O"
"2","62","hari","O"
"2","62","kemudian","O"
"2","62","dan","O"
"2","62","beramal","O"
"2","62","saleh","O"
"2","62","mereka","O"
"2","62","akan","O"
"2","62","menerima","O"
"2","62","pahala","O"
"2","62","dari","O"
"2","62","Tuhan","O"
"2","62","mereka","O"
"2","62","tidak","O"
"2","62","ada","O"
"2","62","kekhawatiran","O"
"2","62","kepada","O"
"2","62","mereka","O"
"2","62","dan","O"
"2","62","tidak","O"
"2","62","pula","O"
"2","62","mereka","O"
"2","62","bersedih","O"
"2","62","hati","O"
"2","63","Dan","O"
"2","63","ingatlah","O"
"2","63","ketika","O"
"2","63","Kami","O"
"2","63","mengambil","O"
"2","63","janji","O"
"2","63","dari","O"
"2","63","kamu","O"
"2","63","dan","O"
"2","63","Kami","O"
"2","63","angkatkan","O"
"2","63","gunung","O"
"2","63","Thursina","O"
"2","63","di","O"
"2","63","atasmu","O"
"2","63","seraya","O"
"2","63","Kami","O"
"2","63","berfirman","O"
"2","63","Peganglah","O"
"2","63","teguh-teguh","O"
"2","63","apa","O"
"2","63","yang","O"
"2","63","Kami","O"
"2","63","berikan","O"
"2","63","kepadamu","O"
"2","63","dan","O"
"2","63","ingatlah","O"
"2","63","selalu","O"
"2","63","apa","O"
"2","63","yang","O"
"2","63","ada","O"
"2","63","didalamnya","O"
"2","63","agar","O"
"2","63","kamu","O"
"2","63","bertakwa","O"
"2","64","Kemudian","O"
"2","64","kamu","O"
"2","64","berpaling","O"
"2","64","setelah","O"
"2","64","adanya","O"
"2","64","perjanjian","O"
"2","64","itu","O"
"2","64","maka","O"
"2","64","kalau","O"
"2","64","tidak","O"
"2","64","ada","O"
"2","64","karunia","O"
"2","64","Allah","O"
"2","64","dan","O"
"2","64","rahmat-Nya","O"
"2","64","atasmu","O"
"2","64","niscaya","O"
"2","64","kamu","O"
"2","64","tergolong","O"
"2","64","orang","B-PER"
"2","64","yang","I-PER"
"2","64","rugi","I-PER"
"2","65","Dan","O"
"2","65","sesungguhnya","O"
"2","65","telah","O"
"2","65","kamu","O"
"2","65","ketahui","O"
"2","65","orang-orang","B-PER"
"2","65","yang","I-PER"
"2","65","melanggar","I-PER"
"2","65","diantaramu","O"
"2","65","pada","O"
"2","65","hari","O"
"2","65","Sabtu","O"
"2","65","lalu","O"
"2","65","Kami","O"
"2","65","berfirman","O"
"2","65","kepada","O"
"2","65","mereka","O"
"2","65","Jadilah","O"
"2","65","kamu","O"
"2","65","kera","O"
"2","65","yang","O"
"2","65","hina","O"
"2","66","Maka","O"
"2","66","Kami","O"
"2","66","jadikan","O"
"2","66","yang","O"
"2","66","demikian","O"
"2","66","itu","O"
"2","66","peringatan","O"
"2","66","bagi","O"
"2","66","orang-orang","B-PER"
"2","66","dimasa","I-PER"
"2","66","itu","O"
"2","66","dan","O"
"2","66","bagi","O"
"2","66","mereka","O"
"2","66","yang","O"
"2","66","datang","O"
"2","66","kemudian","O"
"2","66","serta","O"
"2","66","menjadi","O"
"2","66","pelajaran","O"
"2","66","bagi","O"
"2","66","orang-orang","B-PER"
"2","66","yang","I-PER"
"2","66","bertakwa","I-PER"
"2","67","Dan","O"
"2","67","ingatlah","O"
"2","67","ketika","O"
"2","67","Musa","B-PER"
"2","67","berkata","O"
"2","67","kepada","O"
"2","67","kaumnya","O"
"2","67","Sesungguhnya","O"
"2","67","Allah","O"
"2","67","menyuruh","O"
"2","67","kamu","O"
"2","67","menyembelih","O"
"2","67","seekor","O"
"2","67","sapi","O"
"2","67","betina","O"
"2","67","Mereka","O"
"2","67","berkata","O"
"2","67","Apakah","O"
"2","67","kamu","O"
"2","67","hendak","O"
"2","67","menjadikan","O"
"2","67","kami","O"
"2","67","buah","O"
"2","67","ejekan","O"
"2","67","Musa","B-PER"
"2","67","menjawab","O"
"2","67","Aku","O"
"2","67","berlindung","O"
"2","67","kepada","O"
"2","67","Allah","O"
"2","67","agar","O"
"2","67","tidak","O"
"2","67","menjadi","O"
"2","67","salah","O"
"2","67","seorang","O"
"2","67","dari","O"
"2","67","orang-orang","B-PER"
"2","67","yang","I-PER"
"2","67","jahil","I-PER"
"2","68","Mereka","O"
"2","68","menjawab","O"
"2","68","Mohonkanlah","O"
"2","68","kepada","O"
"2","68","Tuhanmu","O"
"2","68","untuk","O"
"2","68","kami","O"
"2","68","agar","O"
